ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
MAMLD1,3.8586162373333357,9.975881394608695,16.654038972351735,9.428499410016542e-13,6.448667449585326e-11,19.450266773063525
PDE4DIPP2,-3.128881227333334,8.549464482913043,-16.64438991533517,9.526017412170946e-13,6.478762179311319e-11,19.439915948164447
GNL3,2.5792095866666642,12.94206353826087,16.62835047412141,9.690469036574011e-13,6.553788723841618e-11,19.422697353219917
TOP1,2.1410962033333334,13.146103418695652,16.592018188122946,1.0074098604202769e-12,6.77539098347104e-11,19.383635681917934
NUTF2,1.8947996089999997,11.529293664913043,16.5200083206175,1.088231147444531e-12,7.278522801637289e-11,19.305975916833827
IDH3A,2.0948391570000027,10.832504945173913,16.50138904437316,1.1102168560439313e-12,7.358889016855115e-11,19.285843589453567
MRPL4,2.2314872283333322,11.215883731956522,16.499557712262995,1.1124043367623377e-12,7.358889016855115e-11,19.283862277038573
SEH1L,2.919187202333335,11.76478367273913,16.476736654158262,1.1400460895611004e-12,7.486996754637236e-11,19.259154775822722
PITPNC1,-2.3353744293333314,9.655495203,-16.468993903656795,1.149587398991266e-12,7.486996754637236e-11,19.250764634886835
EXOSC4,2.527460780666665,9.156738509695652,16.467008233358854,1.1520477955494348e-12,7.486996754637236e-11,19.248612336716548
EIF4G1,2.5287612000000053,14.930439270869565,16.46342005939201,1.1565078416629466e-12,7.486996754637236e-11,19.2447224379169
CEP68,-2.8378143926666652,9.055213380652173,-16.453365334661132,1.169102506867436e-12,7.528273908583606e-11,19.233817952349114
LINC00954,-2.472186783999999,6.76517698726087,-16.441567933843203,1.1840638126636447e-12,7.584273288945017e-11,19.221015475575943
AMIGO1,-1.9088446533333343,8.22298204273913,-16.397755536671205,1.2414084032277138e-12,7.90973164709195e-11,19.173394399415237
PSMD3,2.058218619999998,12.777015657826087,16.381858115780098,1.262930313586216e-12,8.004730039934414e-11,19.156085278284934
C20orf27,1.9093140856666686,10.288719549043478,16.30594657613682,1.3712341062469495e-12,8.645916713659152e-11,19.073213670663474
GTF2IRD2B,-2.009886585666666,7.497602971043478,-16.27796118745517,1.4135828431265216e-12,8.866753315486877e-11,19.042570656962457
ADSL,1.898558253333336,12.099551558695651,16.269906356525205,1.4260244849830429e-12,8.898686811961194e-11,19.03374170959127
CSTF2,2.2286993269999993,10.704499906913043,16.25859021117861,1.443698064518411e-12,8.962773727723017e-11,19.021331065540974
EGR3,5.534612072333336,10.860206426217392,16.248066627029253,1.460340142264497e-12,9.016305124941496e-11,19.00978234464629
PSME3,2.2885586799999977,13.229946239130435,16.243755161377866,1.4672163469465345e-12,9.016305124941496e-11,19.005048853316872
ATG14,-1.719666156999999,9.805122961043478,-16.225105071983826,1.4973544012121035e-12,9.126263157254361e-11,18.984559592069036
YRDC,2.959247209333334,11.302089267043478,16.22337249394658,1.5001869885128184e-12,9.126263157254361e-11,18.982655032665747
MAPKAPK3,2.0730469666666664,12.19517286478261,16.191567659896215,1.5531958150099001e-12,9.401494268254926e-11,18.94765914744664
HOMER1,3.2394584073333323,9.287187037130435,16.18167696978981,1.5700783425497579e-12,9.437364924907544e-11,18.93676293901391
MTCH2,1.5454007716666656,11.178538195869566,16.178981180284765,1.5747131297136328e-12,9.437364924907544e-11,18.933792002658226
YPEL3,-4.124764813666667,9.021149186782608,-16.14744104291919,1.6300182479222008e-12,9.720690103126189e-11,18.8989981473419
RRS1,2.7936075490000007,11.050628037521738,16.139773193654925,1.6437692418381575e-12,9.735535442561187e-11,18.8905296384906
HEBP2,-1.8058724480000024,9.782869275130434,-16.137100176280203,1.648591413947665e-12,9.735535442561187e-11,18.887576623615562
RRP12,4.1367992130000015,12.336423963521739,16.13146258008008,1.658810471605313e-12,9.748329887987339e-11,18.881346987198814
DEF6,-1.750469603333336,11.286314986086957,-16.12370112266831,1.6729882402627955e-12,9.784152481459614e-11,18.872767108568723
PSMB5,2.355701541000002,11.13351700247826,16.1106315374858,1.6971503611821338e-12,9.801651860923346e-11,18.85831062393872
PHKA1,2.582438118,7.836813865521739,16.109171464784833,1.69987228716892e-12,9.801651860923346e-11,18.8566949308273
RPF2,2.951906946000001,11.267035503130435,16.108958319684223,1.7002700237848196e-12,9.801651860923346e-11,18.85645905638693
PA2G4,2.2490124966666674,13.279576808695651,16.08084677236284,1.7535926086757062e-12,1.0061133706458815e-10,18.825324100430766
UTP4,2.7129088950000018,12.202070258913043,16.048325440989583,1.817476150511297e-12,1.0378474659476303e-10,18.78924143662191
SARAF,-1.7013226533333334,13.289715624782609,-16.03271596199317,1.8490016558098634e-12,1.0508926781800097e-10,18.77189829201635
FKBP1A,1.4844112700000025,12.620438267391304,16.02644009074356,1.8618378881629974e-12,1.0532434333692171e-10,18.76492093984783
CARD8,-1.9475407533333335,11.217323428695652,-15.993113569099702,1.9315860067320865e-12,1.0876176836045878e-10,18.727826518777338
UBE2S,2.7643508453333325,11.24708045452174,15.969295277455375,1.983111022371548e-12,1.1114602794828686e-10,18.70127104846455
